,species,stage,PC1,PC2,PC3,D,WD,HD,UD,size,stage_ma,order,family,color
1606,Hoplotropites jokelyi,Carnian,-0.080663098,-0.14248647,0.008916259,43,0.441860465,0.348837209,0.418604651,8782.75,232.5,Ammonoidea,Tropitidae,#C99BCB
1607,Hoplotropites jokelyi,Carnian,-0.039120295,-0.156611391,0.00869895,25,0.48,0.36,0.4,1875,232.5,Ammonoidea,Tropitidae,#C99BCB
1608,Hoplotropites circumspinatus,Carnian,-0.103181362,-0.240015018,0.032468989,40,0.5,0.325,0.5,8000,232.5,Ammonoidea,Tropitidae,#C99BCB
1609,Hoplotropites circumspinatus,Carnian,-0.14408161,-0.20211053,0.023492505,54,0.444444444,0.314814815,0.5,17496,232.5,Ammonoidea,Tropitidae,#C99BCB
1610,Hoplotropites circumspinatus,Carnian,-0.123733711,-0.213839792,0.014582467,45,0.466666667,0.311111111,0.488888889,10631.25,232.5,Ammonoidea,Tropitidae,#C99BCB
1611,Hoplotropites circumspinatus,Carnian,-0.12284943,-0.094182579,0.016117741,45,0.377777778,0.355555556,0.422222222,8606.25,232.5,Ammonoidea,Tropitidae,#C99BCB
1612,Hoplotropites ladislai,Carnian,-0.107383527,-0.033373501,0.000111776,73,0.342465753,0.369863014,0.369863014,33306.25,232.5,Ammonoidea,Tropitidae,#C99BCB
1613,Hoplotropites ladislai,Carnian,-0.124148583,-0.099540029,0.020863264,42,0.380952381,0.357142857,0.428571429,7056,232.5,Ammonoidea,Tropitidae,#C99BCB
1614,Platotropites rotulus,Carnian,-0.005209491,0.017370982,-0.038874815,43,0.372093023,0.395348837,0.255813953,7396,232.5,Ammonoidea,Tropitidae,#C99BCB
1615,Platotropites rotulus,Carnian,0.069977932,-0.062049379,-0.026132301,27,0.481481481,0.407407407,0.259259259,2369.25,232.5,Ammonoidea,Tropitidae,#C99BCB
1616,Eusagenites tschermaki,Carnian,0.239390022,0.080484587,0.044888832,41,0.487804878,0.585365854,0.109756098,8405,232.5,Ceratitida,Haloritidae,#C99BCB
1617,Projuvavites haasi,Carnian,0.195498815,0.106339087,-0.003203785,41,0.43902439,0.536585366,0.097560976,7564.5,232.5,Ceratitida,Juvavitidae,#C99BCB
1618,Projuvavites haasi,Carnian,0.209514994,0.132718105,-0.007851707,42,0.428571429,0.547619048,0.071428571,7938,232.5,Ceratitida,Juvavitidae,#C99BCB
1619,Projuvavites haasi,Carnian,0.219195665,0.116248353,0.000515883,38,0.447368421,0.552631579,0.078947368,6137,232.5,Ceratitida,Juvavitidae,#C99BCB
1620,Projuvavites haasi,Carnian,0.235114983,0.120936147,0.018435041,33,0.454545455,0.575757576,0.075757576,4083.75,232.5,Ceratitida,Juvavitidae,#C99BCB
1621,Projuvavites jaworskii,Carnian,0.259071257,0.029847763,0.001687005,39,0.538461538,0.538461538,0.102564103,7985.25,232.5,Ceratitida,Juvavitidae,#C99BCB
1623,Projuvavites jaworskii,Carnian,0.242746139,0.099735127,0.131251723,21,0.476190476,0.666666667,0.142857143,1102.5,232.5,Ceratitida,Juvavitidae,#C99BCB
1625,Projuvavites (Goniojuvavites) sigismundi,Carnian,0.218680478,0.161873787,0.02203262,46,0.413043478,0.586956522,0.065217391,10051,232.5,NA,NA,#C99BCB
1626,Projuvavites (Goniojuvavites) sigismundi,Carnian,0.148404652,0.055973919,-0.156350532,27,0.444444444,0.37037037,0.074074074,2187,232.5,NA,NA,#C99BCB
1628,Tropijuvavites bulloides,Carnian,0.306333697,0.031574273,0.014556897,51,0.568627451,0.568627451,0.078431373,18857.25,232.5,Ceratitida,Haloritidae,#C99BCB
1629,Tropijuvavites bulloides,Carnian,0.349143273,-0.074515555,0.027839133,34,0.676470588,0.558823529,0.117647059,6647,232.5,Ceratitida,Haloritidae,#C99BCB
1630,Tropijuvavites bulloides,Carnian,0.294670116,0.00508885,0.007274068,31,0.580645161,0.548387097,0.096774194,4324.5,232.5,Ceratitida,Haloritidae,#C99BCB
1631,Tropijuvavites bulloides,Carnian,0.315883154,-0.114440434,0.021813861,19,0.684210526,0.526315789,0.157894737,1173.25,232.5,Ceratitida,Haloritidae,#C99BCB
1632,Projuvavites (Goniojuvavites) tuvalicus,Carnian,0.201025612,0.167342012,-0.005285142,68,0.397058824,0.558823529,0.058823529,31212,232.5,NA,NA,#C99BCB
1633,Projuvavites (Goniojuvavites) haloritiformis,Carnian,0.362588042,-0.04072174,0.008677149,50,0.66,0.56,0.08,20625,232.5,NA,NA,#C99BCB
1635,Gonionotites noricus,Carnian,0.209283577,0.132342538,-0.02767997,49,0.428571429,0.530612245,0.06122449,12605.25,232.5,Ceratitida,Juvavitidae,#C99BCB
1636,Gonionotites noricus,Carnian,0.179917976,0.144918138,0.023303398,30,0.4,0.566666667,0.1,2700,232.5,Ceratitida,Juvavitidae,#C99BCB
1637,Gonionotites haugi,Carnian,0.152262748,0.215873736,-0.010831197,67,0.328358209,0.552238806,0.059701493,24689.5,232.5,Ceratitida,Juvavitidae,#C99BCB
1638,Gonionotites haugi,Carnian,0.175386847,0.210646674,0.021614097,46,0.347826087,0.586956522,0.065217391,8464,232.5,Ceratitida,Juvavitidae,#C99BCB
1639,Gonionotites haugi,Carnian,0.162397285,0.192110631,0.002264537,34,0.352941176,0.558823529,0.073529412,3468,232.5,Ceratitida,Juvavitidae,#C99BCB
1640,Gonionotites belli,Norian,0.097164435,0.27734267,-0.041739305,114,0.245614035,0.526315789,0.043859649,90972,218.25,Ceratitida,Juvavitidae,#D6AAD3
1641,Griesbachites gerthi,Norian,0.235142342,0.011013579,-0.010228762,82,0.536585366,0.512195122,0.12195122,73964,218.25,Ceratitida,Juvavitidae,#D6AAD3
1642,Griesbachites gerthi,Norian,0.228849997,-0.002275083,-0.006074266,59,0.542372881,0.508474576,0.13559322,27848,218.25,Ceratitida,Juvavitidae,#D6AAD3
1643,Griesbachites gerthi,Norian,0.349324233,-0.198926543,-0.034619521,26,0.769230769,0.461538462,0.153846154,3380,218.25,Ceratitida,Juvavitidae,#D6AAD3
1644,Griesbachites himalayanus,Norian,0.20125138,0.121724426,0.002303365,51,0.431372549,0.549019608,0.088235294,14305.5,218.25,Ceratitida,Juvavitidae,#D6AAD3
1645,Griesbachites himalayanus,Norian,0.279297083,0.057506869,0.008968042,32,0.53125,0.5625,0.078125,4352,218.25,Ceratitida,Juvavitidae,#D6AAD3
1646,Griesbachites hanni,Norian,0.279520678,-0.044678133,0.012950582,51,0.607843137,0.529411765,0.137254902,20157.75,218.25,Ceratitida,Juvavitidae,#D6AAD3
1647,Guembelites clavatus,Norian,0.192991625,0.145768784,0.000262566,76,0.407894737,0.552631579,0.078947368,44764,218.25,Ceratitida,Juvavitidae,#D6AAD3
1648,Guembelites clavatus,Norian,0.14423397,0.187501446,-0.008395281,61,0.344262295,0.540983607,0.081967213,19535.25,218.25,Ceratitida,Juvavitidae,#D6AAD3
1649,Guembelites clavatus,Norian,0.115712423,0.221351489,-0.010559575,50,0.3,0.54,0.08,9375,218.25,Ceratitida,Juvavitidae,#D6AAD3
1651,Guembelites clavatus,Norian,0.279438304,-0.006283141,-0.00689482,19,0.578947368,0.526315789,0.105263158,992.75,218.25,Ceratitida,Juvavitidae,#D6AAD3
1652,Guembelites jandianus,Norian,0.201710165,0.076315214,-0.016269292,58,0.465517241,0.517241379,0.103448276,22707,218.25,Ceratitida,Juvavitidae,#D6AAD3
1653,Guembelites jandianus,Norian,0.206053837,0.123350296,0.000534745,60,0.433333333,0.55,0.083333333,23400,218.25,Ceratitida,Juvavitidae,#D6AAD3
1654,Guembelites jandianus,Norian,0.228776318,0.054660647,0.033734541,80,0.5,0.5625,0.125,64000,218.25,Ceratitida,Juvavitidae,#D6AAD3
1655,Guembelites jandianus,Norian,0.238188444,0.050663346,0.010893245,55,0.509090909,0.545454545,0.109090909,21175,218.25,Ceratitida,Juvavitidae,#D6AAD3
1656,Guembelites jandianus,Norian,0.290367766,-0.005364515,0.024043971,70,0.585714286,0.557142857,0.114285714,50225,218.25,Ceratitida,Juvavitidae,#D6AAD3
1658,Guembelites jandianus,Norian,0.433896342,-0.111398146,0.114196525,46,0.760869565,0.652173913,0.130434783,18515,218.25,Ceratitida,Juvavitidae,#D6AAD3
1659,Guembelites philostrati,Norian,0.285489622,-0.043652926,0.024213479,72,0.611111111,0.541666667,0.138888889,57024,218.25,Ceratitida,Juvavitidae,#D6AAD3
1660,Guembelites philostrati,Norian,0.34359659,-0.17795916,0.004636574,60,0.75,0.5,0.166666667,40500,218.25,Ceratitida,Juvavitidae,#D6AAD3
1661,Guembelites philostrati,Norian,0.389478886,-0.203902661,0.026424967,55,0.8,0.527272727,0.163636364,33275,218.25,Ceratitida,Juvavitidae,#D6AAD3
1663,Guembelites philostrati,Norian,0.390038638,-0.213934064,-0.001821786,26,0.807692308,0.5,0.153846154,3549,218.25,Ceratitida,Juvavitidae,#D6AAD3
1664,Malayites tingriensis,Norian,0.18849617,0.241742145,0.030899395,90,0.333333333,0.611111111,0.044444444,60750,218.25,Ceratitida,Juvavitidae,#D6AAD3
1665,Malayites tingriensis,Norian,0.193344378,0.224519958,0.025634694,83,0.34939759,0.602409639,0.048192771,49945.25,218.25,Ceratitida,Juvavitidae,#D6AAD3
1667,Malayites tingriensis,Norian,0.192777844,0.204934168,0.020587037,44,0.363636364,0.590909091,0.056818182,7744,218.25,Ceratitida,Juvavitidae,#D6AAD3
1668,Malayites tingriensis,Norian,0.253003888,0.145493775,0.052804236,29,0.448275862,0.620689655,0.068965517,2733.25,218.25,Ceratitida,Juvavitidae,#D6AAD3
1669,Malayites dawsoni,Norian,0.079779152,0.113176151,0.004651803,70,0.357142857,0.5,0.171428571,30625,218.25,Ceratitida,Juvavitidae,#D6AAD3
1670,Miltites rastli,Norian,-0.042801528,-0.028157533,-0.075377333,21,0.380952381,0.333333333,0.285714286,882,218.25,Ceratitida,Haloritidae,#D6AAD3
1671,Miltites fuchsi,Norian,0.107060717,-0.021655107,0.020773891,21,0.476190476,0.476190476,0.238095238,1102.5,218.25,Ceratitida,Haloritidae,#D6AAD3
1672,Juvavites thakkholensis,Norian,0.185381301,0.054908778,-0.031563128,51,0.470588235,0.490196078,0.117647059,15606,218.25,Ceratitida,Juvavitidae,#D6AAD3
1675,Juvavites multicostatus,Norian,0.257117366,0.00515103,-0.010529152,27,0.555555556,0.518518519,0.111111111,2733.75,218.25,Ceratitida,Juvavitidae,#D6AAD3
1676,Juvavites multicostatus,Norian,0.297349134,-0.018222152,0.029597317,25,0.6,0.56,0.12,2343.75,218.25,Ceratitida,Juvavitidae,#D6AAD3
1677,Juvavites xizangensis,Norian,0.293874153,0.028548162,-0.004055224,64,0.5625,0.546875,0.078125,36864,218.25,Ceratitida,Juvavitidae,#D6AAD3
1678,Juvavites xizangensis,Norian,0.286467402,-0.003725813,0.011359963,55,0.581818182,0.545454545,0.109090909,24200,218.25,Ceratitida,Juvavitidae,#D6AAD3
1679,Juvavites xizangensis,Norian,0.36121986,-0.122270479,-0.003485549,25,0.72,0.52,0.12,2812.5,218.25,Ceratitida,Juvavitidae,#D6AAD3
1680,Juvavites xizangensis,Norian,0.264227632,-0.059795678,-0.033966766,23,0.608695652,0.47826087,0.130434783,1851.5,218.25,Ceratitida,Juvavitidae,#D6AAD3
1681,Juvavites xizangensis,Norian,0.40325584,-0.192048094,-0.017235484,20,0.8,0.5,0.125,1600,218.25,Ceratitida,Juvavitidae,#D6AAD3
1682,Juvavites xizangensis,Norian,0.39891623,-0.240280071,0.005171354,12,0.833333333,0.5,0.166666667,360,218.25,Ceratitida,Juvavitidae,#D6AAD3
1683,Juvavites contractus,Norian,0.174455109,0.122756801,-0.015422463,63,0.412698413,0.523809524,0.095238095,25798.5,218.25,Ceratitida,Juvavitidae,#D6AAD3
1685,Juvavites contractus,Norian,0.201899299,0.057213745,-0.005025716,25,0.48,0.52,0.12,1875,218.25,Ceratitida,Juvavitidae,#D6AAD3
1686,Juvavites contractus,Norian,0.261028761,-0.012980905,-0.054704964,21,0.571428571,0.476190476,0.095238095,1323,218.25,Ceratitida,Juvavitidae,#D6AAD3
1687,Indojuvavites angulatus,Norian,0.229762245,0.071761285,0.02424679,41,0.487804878,0.56097561,0.109756098,8405,218.25,Ceratitida,Juvavitidae,#D6AAD3
1688,Indojuvavites angulatus,Norian,0.138406774,0.114707854,-0.02334035,38,0.394736842,0.5,0.118421053,5415,218.25,Ceratitida,Juvavitidae,#D6AAD3
1689,Indojuvavites angulatus,Norian,0.298622939,0.021081512,0.025897296,21,0.571428571,0.571428571,0.095238095,1323,218.25,Ceratitida,Juvavitidae,#D6AAD3
1690,Epijuvavites levis,Norian,0.169808596,0.124776774,-0.006070927,49,0.408163265,0.530612245,0.102040816,12005,218.25,Ceratitida,Juvavitidae,#D6AAD3
1691,Leislingites pseudoarchibaldi,Norian,-0.111282029,-0.066327314,0.009617971,48,0.364583333,0.364583333,0.395833333,10080,218.25,Ceratitida,Thetiditidae,#D6AAD3
1692,Leislingites sundaicus,Norian,-0.145877566,-0.041907717,-0.009555055,49.5,0.323232323,0.343434343,0.393939394,9801,218.25,Ceratitida,Thetiditidae,#D6AAD3
1693,Parathisbites baunensis,Norian,-0.045176675,0.165619969,-0.08846492,64,0.234375,0.390625,0.171875,15360,218.25,Ceratitida,Parathisbitidae,#D6AAD3
1694,Alloclionites himamalayicus,Norian,-0.134241903,0.039844778,0.060950265,111,0.27027027,0.436936937,0.378378378,92407.5,218.25,Ceratitida,Steinmannitidae,#D6AAD3
1695,Steinmannites ingens,Norian,-0.12089151,0.004391261,0.001186672,95,0.305263158,0.378947368,0.357894737,65431.25,218.25,Ceratitida,Steinmannitidae,#D6AAD3
1696,Pseudothetidites zapfei,Norian,-0.195146456,-0.00526139,-0.003632369,38,0.263157895,0.342105263,0.407894737,3610,218.25,Ceratitida,Thetiditidae,#D6AAD3
1697,Amarassites levis,Norian,0.077446251,0.275740926,-0.102345802,60,0.233333333,0.466666667,0.025,12600,218.25,Ceratitida,Haloritidae,#D6AAD3
1698,Pseudothetidites trispinatus,Norian,-0.101799636,-0.149892047,0.003585181,30,0.433333333,0.333333333,0.433333333,2925,218.25,Ceratitida,Thetiditidae,#D6AAD3
1699,Acanthothetidites spinosus,Norian,-0.058229073,-0.099740089,-0.010954246,73,0.424657534,0.356164384,0.369863014,41299.75,218.25,Ceratitida,Thetiditidae,#D6AAD3
1700,Semibeyrichites ruttneri,Anisian,0.144568972,0.173776935,-0.01583058,117,0.354700855,0.52991453,0.085470085,142023.375,244.6,Ceratitida,Beyrichitidae,#BC75B7
1701,Semibeyrichites ruttneri,Anisian,0.125123189,0.204621012,-0.02268085,91,0.318681319,0.527472527,0.076923077,60037.25,244.6,Ceratitida,Beyrichitidae,#BC75B7
1702,Semibeyrichites ruttneri,Anisian,0.109664174,0.214281386,0.004637145,73,0.301369863,0.547945205,0.095890411,29309.5,244.6,Ceratitida,Beyrichitidae,#BC75B7
1703,Semibeyrichites ruttneri,Anisian,0.133040775,0.192354493,0.011992449,72,0.333333333,0.555555556,0.097222222,31104,244.6,Ceratitida,Beyrichitidae,#BC75B7
1704,Semibeyrichites ruttneri,Anisian,0.105013637,0.221064376,-0.011967224,58,0.293103448,0.534482759,0.086206897,14297,244.6,Ceratitida,Beyrichitidae,#BC75B7
1705,Semibeyrichites ruttneri,Anisian,0.092881104,0.168300634,-0.040722006,37,0.324324324,0.486486486,0.108108108,4107,244.6,Ceratitida,Beyrichitidae,#BC75B7
1706,Aghdarbandites ismidicus,Anisian,-0.018696035,0.105118103,0.016277489,47,0.29787234,0.468085106,0.244680851,7731.5,244.6,Ceratitida,Beyrichitidae,#BC75B7
1707,Aghdarbandites ismidicus,Anisian,-0.034822727,0.033722571,-0.004689148,70.5,0.340425532,0.418439716,0.283687943,29821.5,244.6,Ceratitida,Beyrichitidae,#BC75B7
1708,Pseudohollandites eurasiaticus,Anisian,-0.066232503,0.058027035,-0.009149351,73,0.301369863,0.410958904,0.287671233,29309.5,244.6,Ceratitida,Beyrichitidae,#BC75B7
1709,Pseudohollandites eurasiaticus,Anisian,-0.073701372,0.008873118,0.016058754,51,0.333333333,0.411764706,0.333333333,11054.25,244.6,Ceratitida,Beyrichitidae,#BC75B7
1710,Gymnites aghdarbandensis,Anisian,-0.033428037,0.108208923,0.005844358,77,0.285714286,0.454545455,0.246753247,32609.5,244.6,Ceratitida,Gymnitidae,#BC75B7
1711,Costigymnites asiaticus,Anisian,-0.151892655,0.058962972,0.005931932,123,0.243902439,0.390243902,0.349593496,113467.5,244.6,Ceratitida,Gymnitidae,#BC75B7
1712,Palicites mojsisovicsi,Norian,0.097974909,0.072298884,0.037071313,25,0.4,0.52,0.2,1562.5,218.25,Ceratitida,Tibetitidae,#D6AAD3
1713,Lipuites marianii,Norian,0.104983504,0.241669638,0.004238287,36,0.277777778,0.555555556,0.083333333,3240,218.25,Ceratitida,Tibetitidae,#D6AAD3
1714,Thiniites thiniensis,Norian,0.136122209,0.315233495,0.011141412,115,0.243478261,0.6,0.026086957,92575,218.25,Ceratitida,Tibetitidae,#D6AAD3
1715,Thiniites acutus,Norian,0.161491171,0.338360553,0.082007011,115,0.243478261,0.67826087,0.034782609,92575,218.25,Ceratitida,Tibetitidae,#D6AAD3
1716,Gandakites kelviniformis,Norian,0.096733518,0.05935092,0.073198718,22,0.409090909,0.545454545,0.227272727,1089,218.25,Ceratitida,Tibetitidae,#D6AAD3
1717,Nodotibetites nodosus,Norian,0.076927303,0.353553428,-0.002318486,57,0.175438596,0.578947368,0.035087719,8122.5,218.25,Ceratitida,Tibetitidae,#D6AAD3
1718,Metacarnites hendersoni,Norian,0.104017884,0.318955283,-0.020778356,73,0.219178082,0.561643836,0.02739726,21316,218.25,Ceratitida,Tibetitidae,#D6AAD3
1719,Ammotibetites wheeleri,Norian,0.09696109,0.252689891,-0.045909616,72,0.263888889,0.513888889,0.055555556,24624,218.25,Ceratitida,Tibetitidae,#D6AAD3
1720,Ammotibetites parawheeleri,Norian,0.124395686,0.290804276,0.011930405,63,0.253968254,0.587301587,0.047619048,15876,218.25,Ceratitida,Tibetitidae,#D6AAD3
1721,Ammotibetites parawheeleri,Norian,0.138402146,0.252869497,0.016739947,48,0.291666667,0.583333333,0.0625,8064,218.25,Ceratitida,Tibetitidae,#D6AAD3
1722,Anasirenites ekkehardi,Carnian,0.064319423,0.261125517,0.024530761,55,0.236363636,0.563636364,0.109090909,9831.25,232.5,Ceratitida,Trachyceratidae,#C99BCB
1723,Anasirenites ekkehardi,Carnian,0.06144784,0.222521277,-0.001913062,38,0.263157895,0.526315789,0.118421053,3610,232.5,Ceratitida,Trachyceratidae,#C99BCB
1724,Parahauerites sirenitoides,Carnian,0.154324858,0.236921113,0.035746124,35,0.314285714,0.6,0.071428571,3368.75,232.5,Ceratitida,Klamathitidae,#C99BCB
1725,Parahauerites sirenitoides,Carnian,0.143453068,0.127503606,0.034541895,18,0.388888889,0.555555556,0.138888889,567,232.5,Ceratitida,Klamathitidae,#C99BCB
1726,Trachypleuraspidites griffithi,Norian,0.031720181,-0.072789993,0.000158037,56,0.464285714,0.410714286,0.303571429,20384,218.25,Ceratitida,Distichitidae,#D6AAD3
1727,Trachypleuraspidites griffithi,Norian,-0.023162673,-0.078100717,-0.000771683,44,0.431818182,0.386363636,0.340909091,9196,218.25,Ceratitida,Distichitidae,#D6AAD3
1728,Trachypleuraspidites griffithi,Norian,0.055511927,-0.194700498,0.027920623,35,0.571428571,0.4,0.371428571,6125,218.25,Ceratitida,Distichitidae,#D6AAD3
1729,Pleurodistichites trailli,Norian,-0.009826174,0.119255495,0.00313186,58,0.293103448,0.465517241,0.224137931,14297,218.25,Ceratitida,Distichitidae,#D6AAD3
1730,Lipuites totiae,Norian,0.104203739,0.299658997,0.027582455,47,0.234042553,0.595744681,0.063829787,6074.75,218.25,Ceratitida,Tibetitidae,#D6AAD3
1731,Paracladiscites multilobatus,Norian,0.389130023,-0.008610825,-0.076110395,49,0.653061224,0.510204082,2.04E-05,19208,218.25,Ceratitida,Cladiscitidae,#D6AAD3
1732,Anderssonoceras dongshenlingense,Wuchiapingian,-0.062685876,-0.204949578,-0.070162918,30,0.5,0.266666667,0.4,3375,257.035,Ceratitida,Anderssonoceratidae,#FCB4A2
1733,Prototoceras simplex,Wuchiapingian,-0.107569883,-0.001246188,-0.020735559,22,0.318181818,0.363636364,0.340909091,847,257.035,Ceratitida,Araxoceratidae,#FCB4A2
1734,Araxoceras simplex,Wuchiapingian,0.054374994,-0.348545487,0.025946698,17.5,0.685714286,0.342857143,0.457142857,918.75,257.035,Ceratitida,Araxoceratidae,#FCB4A2
1735,Prototoceras diluterotalum,Wuchiapingian,-0.21350767,0.094178111,-0.024287909,17,0.176470588,0.352941176,0.352941176,216.75,257.035,Ceratitida,Araxoceratidae,#FCB4A2
1736,Prototoceras pulchriforme,Wuchiapingian,-0.145794873,0.040858199,-0.090754284,23,0.260869565,0.304347826,0.304347826,793.5,257.035,Ceratitida,Araxoceratidae,#FCB4A2
1737,Eojiangxiceras meixianlingense,Wuchiapingian,0.282389922,-0.566953199,-0.038743447,20,1,0.3,0.4,2000,257.035,Ceratitida,Araxoceratidae,#FCB4A2
1738,Lenticoceltites hastilis,Wuchiapingian,-0.144728926,0.079450501,0.005460269,15,0.233333333,0.4,0.333333333,196.875,257.035,Ceratitida,Anderssonoceratidae,#FCB4A2
1740,Waagenoceras mojsisovicsi,Wordian,0.247448063,-0.185044931,-0.01316717,162,0.691358025,0.444444444,0.222222222,734832,266.95,Goniatitida,Cyclolobidae,#FB8D76
1741,Waagenoceras mojsisovicsi,Wordian,0.287699921,-0.111476439,0.063347624,107,0.663551402,0.551401869,0.196261682,203219.75,266.95,Goniatitida,Cyclolobidae,#FB8D76
1742,Waagenoceras mojsisovicsi,Wordian,0.273620578,-0.167380617,0.007117478,92,0.695652174,0.47826087,0.206521739,135424,266.95,Goniatitida,Cyclolobidae,#FB8D76
1743,Waagenoceras stachei,Wordian,0.308283928,-0.208599628,0.086804735,112,0.75,0.544642857,0.25,263424,266.95,Goniatitida,Cyclolobidae,#FB8D76
1744,Waagenoceras stachei,Wordian,0.395756732,-0.336619913,0.092803514,52,0.903846154,0.538461538,0.269230769,31772,266.95,Goniatitida,Cyclolobidae,#FB8D76
1745,Waagenoceras stachei,Wordian,0.287774585,-0.35970062,-0.053648111,33,0.848484848,0.363636364,0.272727273,7623,266.95,Goniatitida,Cyclolobidae,#FB8D76
1746,Hyattoceras geinitzi,Wordian,0.25089259,0.18785357,-0.034669197,41,0.414634146,0.56097561,2.44E-05,7144.25,266.95,Goniatitida,Hyattoceratidae,#FB8D76
1747,Hyattoceras geinitzi,Wordian,0.270036818,0.157479357,-0.043730836,40,0.45,0.55,2.50E-05,7200,266.95,Goniatitida,Hyattoceratidae,#FB8D76
1748,Hyattoceras geinitzi,Wordian,0.263019864,0.135552506,-0.07512233,39,0.461538462,0.512820513,2.56E-05,6844.5,266.95,Goniatitida,Hyattoceratidae,#FB8D76
1749,Hyattoceras turgidum,Wordian,0.355248163,0.054776116,-0.049919008,24,0.583333333,0.541666667,4.17E-05,2016,266.95,Goniatitida,Hyattoceratidae,#FB8D76
1750,Hyattoceras abichi,Wordian,0.235361641,0.119928763,-0.124476219,22,0.454545455,0.454545455,4.55E-05,1210,266.95,Goniatitida,Hyattoceratidae,#FB8D76
1751,Hyattoceras abichi,Wordian,0.253304316,0.136185826,-0.086006958,22,0.454545455,0.5,4.55E-05,1210,266.95,Goniatitida,Hyattoceratidae,#FB8D76
1752,Hyattoceras abichi,Wordian,0.246592489,0.143734226,-0.0860664,18,0.444444444,0.5,5.56E-05,648,266.95,Goniatitida,Hyattoceratidae,#FB8D76
1753,Neopopanoceras multistriatum,Wordian,0.190201587,0.287542562,-0.002379916,50,0.3,0.6,2.00E-05,9375,266.95,Goniatitida,Popanoceratidae,#FB8D76
